neuron_id,in_degree,out_degree
10000,146,201
10002,148,186
10016,1528,2677
72057594135027435210063,1,0
10085,1303,1011
10102,1052,1468
10110,198,99
10180,928,1622
10221,1290,1287
10228,191,226
10241,1352,1332
10391,1117,692
10423,662,969
10435,971,1221
10456,630,1026
10512,983,1827
10603,1181,995
10634,170,668
10641,1191,890
10650,1330,1136
10751,172,603
10758,1126,972
10802,674,766
10807,744,1060
10860,1290,705
10950,704,1014
10973,1068,810
10989,1059,1360
11047,785,1153
11084,1178,941
11111,817,571
11145,123,613
11164,143,638
11446,522,96
11483,688,14
11512,1065,1457
11521,878,621
11530,986,443
11654,528,103
11682,792,906
11697,952,2775
11877,921,465
11932,641,867
11948,620,435
11997,268,468
12052,610,301
12179,655,412
12191,195,318
12252,1038,599
12290,540,27
12311,545,15
12319,126,561
12354,373,238
12539,574,392
12698,147,508
12773,618,930
12787,555,811
12831,484,630
12855,165,493
12914,416,138
12932,867,568
12983,342,136
13089,171,469
13361,684,1004
13446,561,423
13479,400,516
13491,164,543
13601,703,438
13612,511,558
13645,375,547
13658,168,277
13773,300,119
13846,308,426
13859,332,377
13897,357,165
14151,431,445
14155,315,261
14366,334,393
14759,547,256
14882,442,376
15024,306,314
15177,294,130
15292,354,468
15308,384,269
15387,349,317
15505,356,487
15556,446,458
15580,525,256
15586,213,215
15627,352,208
15761,282,54
15905,295,630
16011,381,360
16111,278,264
16186,250,59
16448,379,412
16509,187,185
16522,122,305
16544,389,270
16568,386,317
16690,394,323
16776,358,351
16816,430,328
16900,307,66
17350,261,267
17359,320,263
17383,161,135
17394,425,466
17423,124,30
17558,376,68
17575,147,392
17666,392,302
17817,400,376
17889,387,266
18306,378,63
18321,528,398
18489,391,396
18516,437,357
18793,342,251
18814,72,97
18889,397,339
19225,422,81
19312,341,244
19358,316,299
19367,423,1262
19452,73,86
19458,410,367
19605,338,349
19834,261,477
19836,346,355
19907,400,318
20238,321,166
20329,307,304
20423,293,61
20444,276,106
20525,384,160
20547,223,201
20568,327,51
20588,350,283
20813,327,318
20924,598,513
21041,288,55
21247,426,322
21493,215,421
21589,293,74
21770,493,284
21792,402,174
22265,267,111
22266,211,504
22275,315,58
22353,338,306
22547,110,19
22805,392,264
22856,309,272
23033,275,38
23253,410,271
23606,110,159
23779,336,321
23949,282,62
23968,95,175
24038,264,46
24060,112,414
24198,100,147
24246,232,132
24412,117,210
24436,127,133
25080,139,169
25215,111,183
25503,231,103
25629,115,168
25689,363,143
25786,96,336
26076,333,207
26376,87,175
26381,438,483
26491,149,237
26767,68,161
27502,76,114
27642,1241,881
30132,179,77
31823,79,138
32095,221,523
32317,22,57
33810,173,377
37405,24,61
40029,119,156
40100,127,319
41705,156,124
41708,93,140
42164,77,119
43758,104,126
46787,154,381
100781,668,699
101549,86,125
152261,290,95
153540,428,320
155841,505,392
163891,77,152
164377,382,377
166265,419,405
166304,258,742
166986,483,688
10001,24,89
10230,566,719
10264,657,1249
10294,1074,1171
10417,865,729
10427,627,530
10607,645,579
11017,1120,1217
11057,752,707
11152,604,474
11831,631,469
12197,333,567
12341,497,568
12376,965,847
12501,318,292
12961,390,396
13113,888,2638
14102,153,205
14299,165,297
14604,344,363
14635,237,150
14737,287,275
14816,342,152
15028,131,329
15041,411,255
15810,381,271
16203,265,300
16373,429,428
16554,291,1034
16961,235,204
17614,206,198
17911,335,367
18288,133,75
18304,317,375
18626,158,99
19040,80,169
19396,262,199
19718,304,218
20173,273,382
20500,321,267
20714,132,312
21142,290,114
21639,126,216
21995,299,152
22104,173,281
23153,258,278
23224,204,135
23454,123,209
23657,129,256
23984,343,285
24049,143,300
24515,93,107
24666,206,242
24894,337,294
25015,184,239
25849,228,273
25890,114,201
26320,169,233
26345,161,364
26398,169,256
26569,178,150
26602,157,119
26639,111,145
26969,137,181
27904,289,383
28488,149,179
28509,123,121
28723,93,147
29119,117,285
29728,276,250
32110,59,114
36109,271,168
38013,63,122
38219,172,212
42376,118,185
42819,946,2288
100415,79,136
101551,149,222
102663,317,292
102667,157,251
152117,240,157
154691,477,330
158008,362,303
159102,100,151
166357,147,143
166715,63,137
167120,193,231
172077,44,173
172453,328,194
42106483966,190,206
10018,1441,1509
10052,1068,1497
10068,198,100
10098,1279,1489
10165,780,1363
10282,878,390
10301,1089,681
10306,600,945
10313,824,1372
10334,1072,864
10393,236,88
10410,1599,3930
10506,168,694
10593,643,868
11016,795,1102
11205,619,674
11221,200,663
11238,889,995
11492,857,638
11525,1207,1529
11526,1269,1512
11533,1048,717
11702,630,715
11811,417,226
12275,136,538
12380,258,798
12390,324,451
12653,446,570
12697,655,237
12783,169,538
12970,523,402
13112,581,451
13127,347,481
13354,373,232
13400,307,110
13517,134,533
13542,118,368
14337,86,383
14565,423,271
14631,215,98
14678,420,192
14850,445,348
15187,373,325
15540,294,214
15584,204,415
15938,409,543
16127,346,397
16171,367,507
16764,426,461
16842,166,436
17034,368,336
17244,131,293
17245,287,465
17577,295,264
17900,368,72
18117,269,54
18493,389,184
18505,338,429
18581,577,430
19065,311,370
19651,278,246
19731,533,263
