neuron_id,in_degree,out_degree
720575940596125868,14,19
720575940605825666,34,18
720575940608552405,172,115
720575940609975854,94,51
720575940613059993,84,27
720575940613599129,21,41
720575940616986553,59,56
720575940618079956,74,22
720575940620124326,126,82
720575940620159366,160,101
720575940620512950,176,30
720575940621116807,1575,1292
720575940623935588,184,45
720575940624140531,110,30
720575940626718739,46,10
720575940633572004,613,302
720575940634848875,71,26
720575940635713375,44,9
720575940640902389,63,24
720575940645180196,55,22
720575940597856265,34,52
720575940605842278,21,15
720575940609624003,50,46
720575940610239790,24,67
720575940611012194,40,41
720575940611563310,1317,1374
720575940612063667,30,65
720575940612258218,87,134
720575940612860273,178,199
720575940613442275,43,33
720575940614547375,51,105
720575940614718570,64,62
720575940616561211,153,106
720575940617260374,149,50
720575940618242338,25,22
720575940618510265,116,91
720575940619695296,82,71
720575940620609645,54,56
720575940621517222,86,34
720575940622037139,87,99
720575940622471977,23,17
720575940622996504,18,23
720575940623499132,1381,887
720575940623512004,203,124
720575940625210632,19,34
720575940625522156,62,52
720575940626149680,38,35
720575940626898038,21,39
720575940626927887,44,24
720575940627150110,25,22
720575940627255818,16,18
720575940627273487,5,13
720575940627331599,5,10
720575940627497244,2138,2378
720575940627996657,49,38
720575940628019906,18,29
720575940628881128,85,23
720575940629045241,59,54
720575940629600335,19,31
720575940629641978,21,34
720575940630419141,41,30
720575940631524951,112,57
720575940633216047,21,30
720575940633706148,215,123
720575940633825505,7,16
720575940634985847,51,35
720575940635907447,47,50
720575940637328350,24,58
720575940637341924,84,16
720575940644906440,75,25
720575940648095353,68,27
720575940648575364,16,43
720575940649442169,26,63
720575940597944841,15,30
720575940601423625,27,54
720575940607805314,17,12
720575940608280585,29,46
720575940612293489,74,40
720575940614465517,318,191
720575940616883929,38,58
720575940617589716,13,9
720575940618337329,20,52
720575940618554041,1502,902
720575940619992699,66,20
720575940620443519,28,20
720575940621064687,10,5
720575940621362085,59,14
720575940622331830,764,453
720575940623888397,1561,946
720575940624271655,28,27
720575940625804574,50,33
720575940626859791,44,44
720575940627157525,18,32
720575940627534223,33,16
720575940628762280,779,366
720575940628825974,67,19
720575940629504630,40,32
720575940629649116,20,26
720575940630826271,63,24
720575940632839272,18,21
720575940634430620,33,36
720575940637471918,82,32
720575940640909475,19,20
720575940660357249,24,15
720575940598267657,67,26
720575940606527922,14,9
720575940606857602,52,30
720575940613378541,11,12
720575940614196748,14,15
720575940615700492,10,12
720575940617832788,8,12
720575940619956053,36,12
720575940620377429,81,27
720575940620712838,19,28
720575940621397697,7,16
720575940623289187,7,12
720575940623416396,41,19
720575940623517320,14,12
720575940624211197,14,13
720575940626349242,10,13
720575940626667928,15,11
720575940626727848,12,11
720575940627725401,334,104
720575940630911596,7,10
720575940631406587,12,20
720575940632824095,82,25
720575940633005880,457,130
720575940635824751,6,12
720575940636305264,39,28
720575940636474286,5,7
720575940641252048,23,26
720575940599333574,19,56
720575940605618720,32,11
720575940605690214,17,19
720575940605771040,35,6
720575940605813169,51,48
720575940609269771,25,30
720575940611830245,99,89
720575940611853266,39,21
720575940612157041,22,41
720575940612440014,167,142
720575940613139418,146,168
720575940613376242,132,147
720575940615102003,75,58
720575940616048757,73,41
720575940616824859,11,23
720575940616972486,25,27
720575940617422731,523,204
720575940617904614,19,32
720575940618451385,99,73
720575940619054676,35,41
720575940619237908,90,70
720575940619661648,80,77
720575940619994571,13,34
720575940620580973,43,46
720575940620875399,86,71
720575940621219137,10,4
720575940621446772,7,12
720575940622106022,135,138
720575940622106996,343,97
720575940622199390,37,16
720575940623860477,24,29
720575940624525715,9,11
720575940625043179,20,22
720575940625608935,98,41
720575940626802831,78,47
720575940626979621,6261,6523
720575940627088765,9,28
720575940627739474,7,0
720575940628133960,11,4
720575940628695313,12,8
720575940628774160,15,5
720575940628813571,7,13
720575940629129692,15,23
720575940629134844,12,9
720575940629884688,126,134
720575940630741241,26,30
720575940631957827,11,13
720575940635299167,23,18
720575940637227998,13,14
720575940637748669,23,33
720575940638084574,198,43
720575940639008319,80,83
720575940639205208,17,9
720575940644881188,17,52
720575940645162775,37,8
720575940599457990,7,13
720575940612247026,74,30
720575940619612142,447,96
720575940622314339,193,32
720575940622734204,66,20
720575940624943504,256,114
720575940627348617,587,237
720575940628307026,2246,1872
720575940629382150,1353,1967
720575940629668713,61,38
720575940631341788,623,401
720575940632427603,1407,250
720575940634612194,1936,1394
720575940641069440,82,41
720575940599459782,9,11
720575940627949834,178,101
720575940599704006,15,18
720575940616576473,78,26
720575940619113265,53,32
720575940621114650,79,25
720575940627190556,1642,641
720575940627706398,1171,1119
720575940628743496,224,121
720575940629500663,94,47
720575940630493822,59,38
720575940631688588,59,31
720575940633656147,172,115
720575940634630113,99,76
720575940635333728,104,52
720575940636739173,38,10
720575940637702222,115,45
720575940637734768,117,80
720575940640027965,43,27
720575940641295568,104,52
720575940599729862,19,22
720575940616787417,40,32
720575940619881777,28,22
720575940621941488,53,34
720575940625766346,16,22
720575940626743183,81,30
720575940628658709,26,29
720575940629403639,110,53
720575940632504874,1658,649
720575940636492151,53,56
720575940637872105,67,43
720575940647891844,66,53
720575940599733446,14,15
720575940613821290,74,26
720575940615965526,66,31
720575940617613398,662,431
720575940621047943,434,157
720575940623340983,39,20
720575940628376679,15,21
720575940628813077,259,202
720575940629123914,222,111
720575940630036218,171,127
720575940632564280,76,31
720575940599736492,0,4
720575940612879985,39,21
720575940622829132,19,19
720575940631384313,24,24
720575940639626072,13,8
720575940599744172,0,5
720575940605659872,11,8
720575940611641464,11,1
720575940624912055,12,8
720575940630239614,18,17
720575940630591738,27,12
720575940599755718,12,18
720575940611709619,97,56
720575940612535758,60,28
720575940613321982,25,31
720575940614051555,49,35
720575940620674287,15,33
720575940624060612,38,27
720575940626967311,18,14
720575940628399434,51,44
720575940629262074,76,56
720575940639834165,51,40
720575940640184398,49,19
720575940640779984,12,15
720575940599763910,13,16
720575940613498902,106,70
720575940616165318,100,31
720575940616626945,13,14
720575940620117268,75,32
720575940629011697,61,28
720575940634857583,212,32
720575940640890968,66,25
720575940646209902,71,29
720575940599797164,11,6
720575940616038550,22,16
720575940617216955,8,4
720575940621116655,12,4
720575940623621119,12,2
720575940632412434,15,21
720575940633367327,28,25
720575940600010668,0,4
720575940614485544,13,11
720575940618118612,26,23
720575940620567512,42,21
720575940628557052,18,18
720575940600071689,11,15
720575940609184523,83,53
720575940614358162,123,47
720575940615121350,41,23
720575940616116697,54,33
720575940616363974,249,181
720575940619964655,95,63
720575940622623070,93,42
720575940627341736,534,191
720575940633233820,53,22
720575940600084489,8,16
720575940611067505,9,18
720575940612661873,27,25
720575940617261346,12,23
720575940617743901,17,20
720575940622135208,11,22
720575940622693119,10,17
720575940624010493,9,20
720575940624329546,16,19
720575940626516757,16,19
720575940627262440,14,22
720575940627681103,11,17
720575940629534012,15,19
720575940630389445,11,19
720575940630442044,9,1
720575940631401064,13,17
720575940600101641,18,17
720575940610842005,44,19
720575940612901613,52,45
720575940615933919,647,51
720575940619298373,113,60
720575940621237086,34,18
720575940621591536,8,20
720575940626186852,61,36
720575940626976911,99,31
720575940628343143,61,24
720575940629148007,906,47
720575940630154231,38,28
720575940631687761,66,47
720575940639209956,1158,1211
720575940600124169,9,15
720575940608010453,70,38
720575940610697826,235,168
720575940611154162,68,35
720575940618537373,73,39
720575940622726143,98,44
720575940625850552,52,30
720575940627475096,119,69
720575940600143369,19,23
720575940606153248,47,33
720575940610593860,74,47
720575940614343917,81,61
720575940615175842,88,24
720575940619175547,29,25
720575940624731901,118,80
720575940627159926,18,39
720575940629384271,85,34
720575940630641208,44,26
720575940633516513,25,25
720575940640425806,57,17
720575940600150793,9,20
720575940613101487,30,15
720575940616684594,100,76
720575940618166246,39,20
720575940618700849,45,20
720575940620337012,29,14
720575940621766015,66,53
720575940623372874,15,18
720575940623997949,210,108
720575940627138490,94,42
720575940630268571,110,92
720575940630409413,85,17
720575940633728173,77,53
720575940638515765,60,58
720575940641256912,70,53
720575940645888547,129,82
720575940600322965,7,1
720575940612927155,8,1
720575940600433181,8,23
720575940605214636,260,215
720575940605353649,32,33
720575940614018060,116,137
720575940614840482,32,26
720575940615541810,233,257
720575940616114132,28,30
720575940616946918,62,41
720575940617882397,61,89
720575940618524481,100,128
720575940618599277,91,117
720575940620013044,38,38
720575940620653172,29,34
720575940622577336,137,136
720575940625642012,33,27
720575940628419804,86,45
720575940628942340,54,33
720575940629552170,105,44
720575940631388589,80,35
720575940631693026,25,20
720575940631706107,269,269
720575940632044172,77,39
720575940634207087,44,36
720575940634877850,149,153
720575940600547529,10,11
720575940607818626,66,49
720575940615101506,97,65
720575940620202934,20,12
720575940625036220,21,10
720575940627090664,29,29
720575940627265594,53,45
720575940637891049,36,30
720575940600588204,14,23
720575940606505090,168,74
720575940606671136,28,29
720575940606733670,45,18
720575940608450396,24,9
720575940611209058,16,31
720575940613784223,31,41
720575940618247197,42,26
720575940618971227,58,35
720575940620030774,49,40
720575940620785030,65,31
720575940621804966,55,27
720575940623210409,128,132
720575940624330180,175,67
720575940624503020,9,9
720575940625384968,44,21
720575940625811812,23,33
720575940628679362,17,22
720575940629661712,15,12
720575940632387602,39,32
720575940632415279,32,14
720575940632618287,161,68
720575940635665844,19,29
720575940644670499,61,33
720575940600623020,13,5
720575940615736223,28,29
720575940617250233,22,17
720575940622185156,10,5
720575940636881527,9,2
720575940600646173,7,32
720575940603930046,93,44
720575940605667458,30,34
720575940611403730,181,74
720575940611498419,37,27
720575940611610670,58,12
720575940611976618,38,33
